Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Salivary secretion,1/93,0.8303297425434961,0.950367604098696,0,0,0.5646103145235892,0.1049793378092382,ATP1A2
KEGG_2021_Human,Phosphatidylinositol signaling system,1/97,0.8428229111621819,0.950367604098696,0,0,0.5409740691489362,0.0925057072141108,INPP4B
KEGG_2021_Human,Glycerophospholipid metabolism,1/98,0.8458001066829578,0.950367604098696,0,0,0.5353695985961834,0.0896595393792646,GPD1
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,1/100,0.851586816325218,0.950367604098696,0,0,0.5245003223726628,0.0842629841292361,MAPK1
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,1/100,0.851586816325218,0.950367604098696,0,0,0.5245003223726628,0.0842629841292361,IL6ST
KEGG_2021_Human,Tuberculosis,2/180,0.8561647741522749,0.950367604098696,0,0,0.582621722846442,0.0904767420607254,CYCS;MAPK1
KEGG_2021_Human,NOD-like receptor signaling pathway,2/181,0.8582856860011014,0.950367604098696,0,0,0.5793370577281192,0.0885332854885148,MAPK1;SUGT1
KEGG_2021_Human,C-type lectin receptor signaling pathway,1/104,0.862518497837472,0.950367604098696,0,0,0.5040280933691386,0.0745450914757245,MAPK1
KEGG_2021_Human,T cell receptor signaling pathway,1/104,0.862518497837472,0.950367604098696,0,0,0.5040280933691386,0.0745450914757245,MAPK1
KEGG_2021_Human,Toll-like receptor signaling pathway,1/104,0.862518497837472,0.950367604098696,0,0,0.5040280933691386,0.0745450914757245,MAPK1
KEGG_2021_Human,Alcoholism,2/186,0.8684680566804641,0.9525133524882508,0,0,0.5634492753623188,0.0794601375992384,GNAI3;MAPK1
KEGG_2021_Human,Chemokine signaling pathway,2/192,0.8797994742359085,0.9541972220576492,0,0,0.5454877192982456,0.0698558488277728,GNAI3;MAPK1
KEGG_2021_Human,Transcriptional misregulation in cancer,2/192,0.8797994742359085,0.9541972220576492,0,0,0.5454877192982456,0.0698558488277728,CCNA2;PRCC
KEGG_2021_Human,TNF signaling pathway,1/112,0.8820310455995077,0.9541972220576492,0,0,0.4675100632547441,0.0586856146753633,MAPK1
KEGG_2021_Human,Epstein-Barr virus infection,2/202,0.8967029683489806,0.9614599434859372,0,0,0.5179466666666667,0.0564720413903187,CCNA2;CYCS
KEGG_2021_Human,Neurotrophin signaling pathway,1/119,0.8968239808986475,0.9614599434859372,0,0,0.4396186440677966,0.0478725654983737,MAPK1
KEGG_2021_Human,Osteoclast differentiation,1/127,0.9114778454911938,0.9614873058922736,0,0,0.4115374873353596,0.0381445828024558,MAPK1
KEGG_2021_Human,Lysosome,1/128,0.9131571148400024,0.9614873058922736,0,0,0.4082760931479309,0.0370907916750215,M6PR
KEGG_2021_Human,Lipid and atherosclerosis,2/215,0.9153820143959124,0.9614873058922736,0,0,0.4860093896713615,0.0429699363759737,CYCS;MAPK1
KEGG_2021_Human,MAPK signaling pathway,3/294,0.917741814471404,0.9614873058922736,0,0,0.5328849440432218,0.045742404377841,ERBB2;MAPK1;MAPT
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,1/131,0.918006667537283,0.9614873058922736,0,0,0.3987929623567921,0.0341169872850981,MAPK1
KEGG_2021_Human,Oxidative phosphorylation,1/133,0.9210886795942788,0.9614873058922736,0,0,0.3927103481624758,0.0322803826548029,SDHC
KEGG_2021_Human,Measles,1/139,0.9296585047286228,0.9625292224726404,0,0,0.3755203515263645,0.0273896881856146,CYCS
KEGG_2021_Human,Huntington disease,3/306,0.930175299028182,0.9625292224726404,0,0,0.511462910996982,0.0370208194208649,DNAH3;CYCS;SDHC
KEGG_2021_Human,Calcium signaling pathway,2/240,0.9427383839900992,0.9696185736076194,0,0,0.4343977591036415,0.0256148999673214,ERBB2;ATP2A2
KEGG_2021_Human,Phagosome,1/152,0.9451744078864188,0.9696185736076194,0,0,0.3429618148513456,0.0193381796976611,M6PR
KEGG_2021_Human,Ribosome,1/158,0.9511338556114688,0.9715444533713714,0,0,0.3297533541130234,0.016520799297428,RPS11
KEGG_2021_Human,RNA transport,1/186,0.9714508695466112,0.9854715266424812,0,0,0.2794422081656124,0.008093927085671,ALYREF
KEGG_2021_Human,Neutrophil extracellular trap formation,1/189,0.9730496166427862,0.9854715266424812,0,0,0.2749405839746491,0.007511433015245,MAPK1
KEGG_2021_Human,Ras signaling pathway,1/232,0.9882122479460264,0.9965869280133656,0,0,0.2232660956065211,0.0026474398970399,MAPK1
KEGG_2021_Human,Neuroactive ligand-receptor interaction,1/341,0.9985607253968374,0.9997866969400316,0,0,0.1508369837296621,0.0002172522202316703,LEP
KEGG_2021_Human,Olfactory transduction,1/440,0.9997866969400316,0.9997866969400316,0,0,0.1162215867784616,2.4793064406502543e-05,PDE2A
