Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),3/43,0.0471035586659724,0.3098752504881864,0,0,3.927072192513369,11.998802787638429,MAPK1;PGR;ESR1
GO_Biological_Process_2023,Cellular Response To Decreased Oxygen Levels (GO:0036294),4/73,0.0490404548866361,0.3143711759904759,0,0,3.0390488401911644,9.163065671991577,SUV39H2;PGK1;P4HB;CPEB2
GO_Biological_Process_2023,Protein Tetramerization (GO:0051262),4/73,0.0490404548866361,0.3143711759904759,0,0,3.0390488401911644,9.163065671991577,CPSF6;TK1;HPRT1;ACACB
GO_Biological_Process_2023,Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),2/19,0.0490655572084779,0.3143711759904759,0,0,6.150901960784314,18.542496582187898,MAPK1;EZR
GO_Biological_Process_2023,Regulation Of Megakaryocyte Differentiation (GO:0045652),2/19,0.0490655572084779,0.3143711759904759,0,0,6.150901960784314,18.542496582187898,RBM15;TESC
GO_Biological_Process_2023,Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338),2/19,0.0490655572084779,0.3143711759904759,0,0,6.150901960784314,18.542496582187898,CLDN5;CLDN19
GO_Biological_Process_2023,Cardiac Ventricle Development (GO:0003231),2/19,0.0490655572084779,0.3143711759904759,0,0,6.150901960784314,18.542496582187898,PDE2A;GATA3
GO_Biological_Process_2023,Establishment Of Epithelial Cell Polarity (GO:0090162),2/19,0.0490655572084779,0.3143711759904759,0,0,6.150901960784314,18.542496582187898,OPHN1;EZR
GO_Biological_Process_2023,Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635),2/19,0.0490655572084779,0.3143711759904759,0,0,6.150901960784314,18.542496582187898,HSPH1;PNP
GO_Biological_Process_2023,Response To Unfolded Protein (GO:0006986),3/44,0.0498686197499394,0.3164244356391316,0,0,3.8310943002478153,11.48701268956556,TRAM1;HSPH1;HSPB2
GO_Biological_Process_2023,Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),3/44,0.0498686197499394,0.3164244356391316,0,0,3.8310943002478153,11.48701268956556,CPSF6;ECT2;RAPGEF3
GO_Biological_Process_2023,Positive Regulation Of Osteoblast Differentiation (GO:0045669),3/44,0.0498686197499394,0.3164244356391316,0,0,3.8310943002478153,11.48701268956556,CCNA2;IL6ST;BMPR1A
GO_Biological_Process_2023,Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),4/74,0.0511047083540634,0.3232249560528707,0,0,2.995480658751436,8.908195965614434,ACTL6A;KIF14;FAM83D;EZH2
GO_Biological_Process_2023,Negative Regulation Of Translation (GO:0017148),5/107,0.0519800406049384,0.3266605107664983,0,0,2.5723434535104364,7.606150701379327,GRB7;SYNCRIP;AGO2;TYMS;CPEB2
GO_Biological_Process_2023,Positive Regulation Of T Cell Activation (GO:0050870),5/107,0.0519800406049384,0.3266605107664983,0,0,2.5723434535104364,7.606150701379327,PNP;LEP;ACTL6A;GATA3;IL6ST
GO_Biological_Process_2023,Regulation Of Cellular Metabolic Process (GO:0031323),3/45,0.0527110624107309,0.3289779979576556,0,0,3.739686783804431,11.00563617440608,ARF4;FOXM1;PPARA
GO_Biological_Process_2023,Regulation Of Telomerase Activity (GO:0051972),3/45,0.0527110624107309,0.3289779979576556,0,0,3.739686783804431,11.00563617440608,MAPK1;NEK2;AURKB
GO_Biological_Process_2023,Positive Regulation Of Translation (GO:0045727),5/108,0.0537005947417719,0.3289779979576556,0,0,2.547238751435432,7.448969760435763,SYNCRIP;ERBB2;CIRBP;LARP4B;ELAVL1
GO_Biological_Process_2023,Regulation Of Spindle Organization (GO:0090224),2/20,0.0538540494877301,0.3289779979576556,0,0,5.808888888888889,16.97053922755498,TPX2;STIL
GO_Biological_Process_2023,Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),2/20,0.0538540494877301,0.3289779979576556,0,0,5.808888888888889,16.97053922755498,WFS1;ATP2A2
GO_Biological_Process_2023,Endothelial Cell Development (GO:0001885),2/20,0.0538540494877301,0.3289779979576556,0,0,5.808888888888889,16.97053922755498,PDE2A;RAPGEF3
GO_Biological_Process_2023,Negative Regulation Of miRNA Transcription (GO:1902894),2/20,0.0538540494877301,0.3289779979576556,0,0,5.808888888888889,16.97053922755498,PPARA;ESR1
GO_Biological_Process_2023,Positive Regulation Of Phospholipase Activity (GO:0010518),2/20,0.0538540494877301,0.3289779979576556,0,0,5.808888888888889,16.97053922755498,ARF4;ESR1
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),2/20,0.0538540494877301,0.3289779979576556,0,0,5.808888888888889,16.97053922755498,ATP2A2;ATP1A2
GO_Biological_Process_2023,Gene Expression (GO:0010467),10/296,0.0548704067104305,0.3341488854471108,0,0,1.84228577961548,5.347752370760526,MRPL42;SYNCRIP;PRPF4;TESC;ALYREF;AGO2;HNRNPA2B1;SRSF3;RPS11;GSPT1
GO_Biological_Process_2023,Regulation Of Ras Protein Signal Transduction (GO:0046578),4/76,0.0553739095691909,0.3361743213660449,0,0,2.911974977658624,8.426226908528244,SYDE1;OPHN1;KIF14;FOXM1
GO_Biological_Process_2023,Bicellular Tight Junction Assembly (GO:0070830),3/47,0.0586243403145238,0.3504834223694981,0,0,3.56933641225085,10.12479860199822,CLDN5;CLDN19;ECT2
GO_Biological_Process_2023,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),3/47,0.0586243403145238,0.3504834223694981,0,0,3.56933641225085,10.12479860199822,CHEK1;AURKB;AURKA
GO_Biological_Process_2023,Negative Regulation Of miRNA Metabolic Process (GO:2000629),2/21,0.0587999640985939,0.3504834223694981,0,0,5.5028771929824565,15.593030044967769,PPARA;ESR1
GO_Biological_Process_2023,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),2/21,0.0587999640985939,0.3504834223694981,0,0,5.5028771929824565,15.593030044967769,CCNB1;CDK1
GO_Biological_Process_2023,Positive Regulation Of Heart Contraction (GO:0045823),2/21,0.0587999640985939,0.3504834223694981,0,0,5.5028771929824565,15.593030044967769,ATP2A2;ATP1A2
GO_Biological_Process_2023,Purine Nucleotide Biosynthetic Process (GO:0006164),2/21,0.0587999640985939,0.3504834223694981,0,0,5.5028771929824565,15.593030044967769,HPRT1;GART
GO_Biological_Process_2023,Cytoskeleton Organization (GO:0007010),5/111,0.0590587831033351,0.3509626174146833,0,0,2.4747666869547578,7.001664373645994,FGD3;PRKCI;CFL1;RANBP9;NECTIN2
GO_Biological_Process_2023,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),5/112,0.0609102887731974,0.3597914054560943,0,0,2.451512410812984,6.860197533847596,CCNA2;CCNB2;CCNB1;EZH2;CDKN3
GO_Biological_Process_2023,Small GTPase Mediated Signal Transduction (GO:0007264),5/112,0.0609102887731974,0.3597914054560943,0,0,2.451512410812984,6.860197533847596,CCNA2;RIT1;G3BP1;HACD3;RAPGEF3
GO_Biological_Process_2023,Response To Insulin (GO:0032868),4/79,0.0621268488233859,0.3658787773520963,0,0,2.795067024128686,7.766309045300039,RAB10;PRKCI;LEP;CPEB2
GO_Biological_Process_2023,Positive Regulation Of Viral Life Cycle (GO:1903902),2/22,0.0638957001080069,0.3751726630222377,0,0,5.2274666666666665,14.378163851107043,P4HB;KPNA2
GO_Biological_Process_2023,Regulation Of Cytoskeleton Organization (GO:0051493),5/114,0.0647112254947701,0.3788302992506338,0,0,2.406283910427148,6.587973639763448,SYDE1;MAPK1;MAPT;EZR;RAPGEF3
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),6/150,0.0649666914147751,0.3791972760025596,0,0,2.18766846361186,5.980824328587329,CPSF6;AGO2;SNRPG;SRSF5;HNRNPC;LSM4
GO_Biological_Process_2023,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),5/115,0.0666605374522899,0.3867991070225531,0,0,2.384286412512219,6.45698651600472,ARF4;RAB1A;SEC24A;KDELR1;CNIH4
GO_Biological_Process_2023,Activation Of Protein Kinase Activity (GO:0032147),4/81,0.0668590220577875,0.3867991070225531,0,0,2.7221893388113227,7.36398227902821,TPX2;LEP;KIF14;ECT2
GO_Biological_Process_2023,Positive Regulation Of Growth (GO:0045927),4/81,0.0668590220577875,0.3867991070225531,0,0,2.7221893388113227,7.36398227902821,WFS1;LEP;ERBB2;AGR2
GO_Biological_Process_2023,Regulation Of Mitochondrion Organization (GO:0010821),3/50,0.0680499721710797,0.3913868282471167,0,0,3.340994424849244,8.978965812170731,MTCH2;PDE2A;MAPT
GO_Biological_Process_2023,Positive Regulation Of Developmental Growth (GO:0048639),3/50,0.0680499721710797,0.3913868282471167,0,0,3.340994424849244,8.978965812170731,LEP;AGR2;MAPT
GO_Biological_Process_2023,Regulation Of Centrosome Cycle (GO:0046605),2/23,0.0691338858229692,0.3930241428143942,0,0,4.978285714285715,13.300537120796166,AURKA;MCM2
GO_Biological_Process_2023,Regulation Of Interleukin-4 Production (GO:0032673),2/23,0.0691338858229692,0.3930241428143942,0,0,4.978285714285715,13.300537120796166,SLC7A5;GATA3
GO_Biological_Process_2023,Microtubule Nucleation (GO:0007020),2/23,0.0691338858229692,0.3930241428143942,0,0,4.978285714285715,13.300537120796166,TPX2;RANBP9
GO_Biological_Process_2023,Positive Regulation Of Lamellipodium Assembly (GO:0010592),2/23,0.0691338858229692,0.3930241428143942,0,0,4.978285714285715,13.300537120796166,ACTR3;ACTR2
GO_Biological_Process_2023,Positive Regulation Of DNA Recombination (GO:0045911),3/51,0.071335684045181,0.4043725951494842,0,0,3.2712232620320854,8.637202470028521,RAD51AP1;ACTR2;ACTL6A
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),4/83,0.071772883388794,0.4056817862809133,0,0,2.653001662877117,6.988665764858034,CDC20;CSNK1A1;PLK1;DDA1
GO_Biological_Process_2023,Positive Regulation Of Protein Ubiquitination (GO:0031398),4/84,0.074297181355866,0.4074660010195235,0,0,2.61970509383378,6.810400869269048,FANCI;WFS1;PLK1;UBE2N
GO_Biological_Process_2023,Purine Ribonucleotide Metabolic Process (GO:0009150),4/84,0.074297181355866,0.4074660010195235,0,0,2.61970509383378,6.810400869269048,ACLY;GNAI3;ATP1A2;HPRT1
GO_Biological_Process_2023,Regulation Of Cytoplasmic Translation (GO:2000765),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,SYNCRIP;CPEB2
GO_Biological_Process_2023,ERK1 And ERK2 Cascade (GO:0070371),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,CDK1;MAPK1
GO_Biological_Process_2023,Cell Morphogenesis Involved In Differentiation (GO:0000904),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,RELN;OPHN1
GO_Biological_Process_2023,Regulation Of Viral Life Cycle (GO:1903900),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,KPNA2;NECTIN2
GO_Biological_Process_2023,Gliogenesis (GO:0042063),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,VCAN;RELN
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,CCNB1;CDK1
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,PLK1;MAPK1
GO_Biological_Process_2023,Regulation Of AMPA Receptor Activity (GO:2000311),2/24,0.0745073729284419,0.4074660010195235,0,0,4.751757575757575,12.339635840050294,RELN;CNIH4
GO_Biological_Process_2023,Rho Protein Signal Transduction (GO:0007266),3/52,0.0746913926755347,0.4074660010195235,0,0,3.2042999017788936,8.313204963846676,RACGAP1;CFL1;RHOJ
GO_Biological_Process_2023,Regulation Of Protein Localization To Nucleus (GO:1900180),3/52,0.0746913926755347,0.4074660010195235,0,0,3.2042999017788936,8.313204963846676,PLK1;CDK1;YWHAZ
GO_Biological_Process_2023,Regulation Of Protein Kinase Activity (GO:0045859),5/119,0.0747815080671316,0.4074660010195235,0,0,2.300155631013016,5.964728258666741,CCNA2;CENPE;RELN;AKT1S1;ECT2
GO_Biological_Process_2023,mRNA Metabolic Process (GO:0016071),4/85,0.0768659442865987,0.4131667217857025,0,0,2.5872306622976864,6.638037937843779,SFPQ;CPSF6;HNRNPA2B1;SRSF5
GO_Biological_Process_2023,Negative Regulation Of Cell Cycle (GO:0045786),4/85,0.0768659442865987,0.4131667217857025,0,0,2.5872306622976864,6.638037937843779,CDT1;PLK1;GATA3;MAD2L1
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),9/275,0.0774004348570514,0.4131667217857025,0,0,1.7797176364825107,4.553875425280218,FGD3;ACTR3;ARF4;ACTR2;RAB1A;OPHN1;ABLIM3;TCTN2;EZR
GO_Biological_Process_2023,Tight Junction Assembly (GO:0120192),3/53,0.0781158979610766,0.4131667217857025,0,0,3.140053475935829,8.005760027364017,CLDN5;CLDN19;ECT2
GO_Biological_Process_2023,Protein Homotetramerization (GO:0051289),3/53,0.0781158979610766,0.4131667217857025,0,0,3.140053475935829,8.005760027364017,TK1;HPRT1;ACACB
GO_Biological_Process_2023,Cardiac Conduction System Development (GO:0003161),2/25,0.0800092307191836,0.4131667217857025,0,0,4.544927536231884,11.478729282945796,TBX18;BMPR1A
GO_Biological_Process_2023,Cellular Response To Steroid Hormone Stimulus (GO:0071383),2/25,0.0800092307191836,0.4131667217857025,0,0,4.544927536231884,11.478729282945796,MAPK1;ATP1A2
GO_Biological_Process_2023,Vesicle Cargo Loading (GO:0035459),2/25,0.0800092307191836,0.4131667217857025,0,0,4.544927536231884,11.478729282945796,RAB1A;SEC24A
GO_Biological_Process_2023,Mitotic Cell Cycle Checkpoint Signaling (GO:0007093),2/25,0.0800092307191836,0.4131667217857025,0,0,4.544927536231884,11.478729282945796,CHEK1;AURKB
GO_Biological_Process_2023,Regulation Of Cell Cycle Phase Transition (GO:1901987),2/25,0.0800092307191836,0.4131667217857025,0,0,4.544927536231884,11.478729282945796,DBF4;PLK1
GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),10/319,0.0812044327646489,0.4131667217857025,0,0,1.7031295468373853,4.276192873072953,CDC20;CSNK1A1;UBE2C;WFS1;UBE2S;KLHDC1;KIF14;UBE2G1;PPP2R5C;KCTD5
GO_Biological_Process_2023,Apical Junction Assembly (GO:0043297),3/54,0.0816079714322616,0.4131667217857025,0,0,3.0783265177728847,7.713757805421568,CLDN5;CLDN19;ECT2
GO_Biological_Process_2023,Negative Regulation Of Protein Ubiquitination (GO:0031397),3/54,0.0816079714322616,0.4131667217857025,0,0,3.0783265177728847,7.713757805421568,CDC20;BUB1B;MAD2L1
GO_Biological_Process_2023,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),4/88,0.0848353577635477,0.4131667217857025,0,0,2.494446572194561,6.15390662635518,ACTR3;ACTR2;ANLN;MIEN1
GO_Biological_Process_2023,"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",3/55,0.0851663586837596,0.4131667217857025,0,0,3.018973673385438,7.436181303094419,RELN;OPHN1;ATP1A2
GO_Biological_Process_2023,Purine Ribonucleotide Biosynthetic Process (GO:0009152),3/55,0.0851663586837596,0.4131667217857025,0,0,3.018973673385438,7.436181303094419,NPR1;GMPS;GART
GO_Biological_Process_2023,cAMP-mediated Signaling (GO:0019933),2/26,0.0856327404699773,0.4131667217857025,0,0,4.355333333333333,10.704048669867174,PDE2A;RAPGEF3
GO_Biological_Process_2023,Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),2/26,0.0856327404699773,0.4131667217857025,0,0,4.355333333333333,10.704048669867174,GRB7;TNS2
GO_Biological_Process_2023,Negative Regulation Of Protein Polymerization (GO:0032272),2/26,0.0856327404699773,0.4131667217857025,0,0,4.355333333333333,10.704048669867174,MAPRE1;KANK3
GO_Biological_Process_2023,Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305),2/26,0.0856327404699773,0.4131667217857025,0,0,4.355333333333333,10.704048669867174,FEN1;HORMAD1
GO_Biological_Process_2023,Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),2/26,0.0856327404699773,0.4131667217857025,0,0,4.355333333333333,10.704048669867174,MAPT;MAPRE1
GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),20/763,0.0870182379806157,0.4131667217857025,0,0,1.4235573098687655,3.47581098283111,SUV39H2;CBX7;WFS1;UHRF1;CBX2;PDE2A;PLK1;GATA3;FOXM1;ESR1;YWHAZ;AURKB;POU6F1;SFPQ;APBB2;EZR;PPARA;HOXD9;EZH2;SPDEF
GO_Biological_Process_2023,Positive Regulation Of Cellular Metabolic Process (GO:0031325),3/56,0.0887897816535835,0.4131667217857025,0,0,2.9618605589748763,7.172097086182446,CCNB1;CDK1;GATA3
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),20/766,0.089615843313173,0.4131667217857025,0,0,1.417607257380164,3.4195850466118425,UHRF1;TESC;ACTL6A;CDCA7;KIF14;TTK;GATA3;PPP2R5C;FOXM1;SHCBP1;CLDN5;PRC1;ERBB2;CLDN19;BIRC5;IL6ST;TNS2;EZH2;CDKN3;BMPR1A
GO_Biological_Process_2023,ERBB2-EGFR Signaling Pathway (GO:0038134),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,ERBB2
GO_Biological_Process_2023,Regulation Of Immunoglobulin Mediated Immune Response (GO:0002889),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,NECTIN2
GO_Biological_Process_2023,T-helper 2 Cell Differentiation (GO:0045064),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GATA3
GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,CYCS
GO_Biological_Process_2023,Regulation Of Macrophage Proliferation (GO:0120040),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,MAPK1
GO_Biological_Process_2023,Regulation Of Mitotic Spindle Checkpoint (GO:1903504),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,CCNB1
GO_Biological_Process_2023,Regulation Of Natural Killer Cell Mediated Immunity (GO:0002715),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,LEP
GO_Biological_Process_2023,Axo-Dendritic Transport (GO:0008088),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,MAPT
GO_Biological_Process_2023,Regulation Of Renal Sodium Excretion (GO:0035813),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,NPR1
GO_Biological_Process_2023,Regulation Of Stress Granule Assembly (GO:0062028),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,G3BP1
GO_Biological_Process_2023,Cerebral Cortex Cell Migration (GO:0021795),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,RELN
GO_Biological_Process_2023,Cerebral Cortex Neuron Differentiation (GO:0021895),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,OPHN1
GO_Biological_Process_2023,Response To cGMP (GO:0070305),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,PDE2A
GO_Biological_Process_2023,Response To Heparin (GO:0071503),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GPIHBP1
GO_Biological_Process_2023,Ear Development (GO:0043583),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GATA3
GO_Biological_Process_2023,Epithelial Tube Formation (GO:0072175),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GATA3
GO_Biological_Process_2023,Subtelomeric Heterochromatin Formation (GO:0031509),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,EZH2
GO_Biological_Process_2023,Synaptic Vesicle Uncoating (GO:0016191),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,SH3GL3
GO_Biological_Process_2023,Galactolipid Biosynthetic Process (GO:0019375),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,UGT8
GO_Biological_Process_2023,Galactosylceramide Biosynthetic Process (GO:0006682),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,UGT8
GO_Biological_Process_2023,Tight Junction Organization (GO:0120193),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,CLDN5
GO_Biological_Process_2023,Inclusion Body Assembly (GO:0070841),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,MAPT
GO_Biological_Process_2023,Insulin Processing (GO:0030070),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,P4HB
GO_Biological_Process_2023,Negative Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034316),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GMFB
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042985),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,AGO2
GO_Biological_Process_2023,Negative Regulation Of Gene Expression Via CpG Island Methylation (GO:0044027),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,UHRF1
GO_Biological_Process_2023,Negative Regulation Of Sequestering Of Triglyceride (GO:0010891),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,PPARA
GO_Biological_Process_2023,Neuroblast Proliferation (GO:0007405),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,RACGAP1
GO_Biological_Process_2023,Notochord Development (GO:0030903),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,STIL
GO_Biological_Process_2023,Plus-End-Directed Organelle Transport Along Microtubule (GO:0072386),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,MAPT
GO_Biological_Process_2023,Positive Regulation Of Animal Organ Morphogenesis (GO:0110110),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GATA3
GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Development (GO:1901552),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,CLDN5
GO_Biological_Process_2023,Positive Regulation Of Establishment Of Endothelial Barrier (GO:1903142),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,CLDN5
GO_Biological_Process_2023,Positive Regulation Of Granulocyte Differentiation (GO:0030854),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,TESC
GO_Biological_Process_2023,Positive Regulation Of Lipoprotein Particle Clearance (GO:0010986),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GPIHBP1
GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002860),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,NECTIN2
GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Mediated Immune Response To Tumor Cell (GO:0002857),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,NECTIN2
GO_Biological_Process_2023,Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,DBF4
GO_Biological_Process_2023,Positive Regulation Of Osteoblast Proliferation (GO:0033690),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,CCNA2
GO_Biological_Process_2023,Positive Regulation Of Urine Volume (GO:0035810),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,NPR1
GO_Biological_Process_2023,Protein Import (GO:0017038),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GPIHBP1
GO_Biological_Process_2023,Purine Deoxyribonucleotide Catabolic Process (GO:0009155),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,PNP
GO_Biological_Process_2023,Purine Nucleobase Biosynthetic Process (GO:0009113),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,GMPS
GO_Biological_Process_2023,Purine Ribonucleoside Catabolic Process (GO:0046130),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,PNP
GO_Biological_Process_2023,Regulation Of 3'-UTR-mediated mRNA Stabilization (GO:1905868),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,LARP4B
GO_Biological_Process_2023,Regulation Of NK T Cell Activation (GO:0051133),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,HSPH1
GO_Biological_Process_2023,Regulation Of cGMP-mediated Signaling (GO:0010752),1/5,0.0907715575703715,0.4131667217857025,0,0,13.044547872340424,31.29920928433797,PDE2A
GO_Biological_Process_2023,GPI Anchor Metabolic Process (GO:0006505),2/27,0.091371389922105,0.4131667217857025,0,0,4.180906666666667,10.00416908962431,PIGC;PGAP3
GO_Biological_Process_2023,Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),2/27,0.091371389922105,0.4131667217857025,0,0,4.180906666666667,10.00416908962431,MAPT;MAPRE1
GO_Biological_Process_2023,Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),2/27,0.091371389922105,0.4131667217857025,0,0,4.180906666666667,10.00416908962431,GRB7;TNS2
GO_Biological_Process_2023,Signal Transduction In Response To DNA Damage (GO:0042770),3/57,0.0924769408215137,0.4172067490732055,0,0,2.906862745098039,6.920647062238758,CHEK1;DONSON;CDC5L
GO_Biological_Process_2023,Lymphocyte Differentiation (GO:0030098),4/91,0.0931910524122593,0.4194663617732588,0,0,2.4080613848571693,5.714579059694951,TPD52;MSH2;LEP;GATA3
GO_Biological_Process_2023,Regulation Of Neuron Death (GO:1901214),3/58,0.0962265173448335,0.4296558994622975,0,0,2.8538648517258145,6.681041199310353,AKT1S1;KIF14;MAPT
GO_Biological_Process_2023,mRNA Transport (GO:0051028),3/58,0.0962265173448335,0.4296558994622975,0,0,2.8538648517258145,6.681041199310353,ALYREF;HNRNPA2B1;SRSF3
GO_Biological_Process_2023,Peptidyl-Threonine Phosphorylation (GO:0018107),3/58,0.0962265173448335,0.4296558994622975,0,0,2.8538648517258145,6.681041199310353,CHEK1;CDK1;MAPK1
GO_Biological_Process_2023,Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),2/28,0.0972188679477472,0.4296558994622975,0,0,4.019897435897436,9.369538640659522,CHEK1;AURKB
GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Membrane (GO:0051204),2/28,0.0972188679477472,0.4296558994622975,0,0,4.019897435897436,9.369538640659522,TIMM8A;MTCH2
